# PRISMA — Prestige-ordered ingest list
# Generated by: pipeline/sources/ingest_priority.py
# Tier filter: all tiers  |  Mode: wins only
# Total candidates after catalog dedup: 570
# Output limit: 500
# Format: TMDB_ID  # Title (Year) — score: N.N  [Nw wins, Nn noms]
#
# Run:  python pipeline/queue_manager.py --add-list pipeline/sources/most_awarded_not_in_catalog.txt --source awards

2604  # Born on the Fourth of July (1989) — score: 4.00  [4 wins, 0 noms]  [award_oscar-best-director, award_oscar-best-film-editing]
1900  # Traffic (2000) — score: 4.00  [4 wins, 0 noms]  [award_oscar-best-director, award_oscar-best-adapted-screenplay, award_oscar-best-supporting-actor +1 more]
87827  # Life of Pi (2012) — score: 4.00  [4 wins, 0 noms]  [award_oscar-best-director, award_oscar-best-original-score]
19426  # Nights of Cabiria (1957) — score: 4.00  [4 wins, 0 noms]  [award_oscar-best-intl-film]
804  # Roman Holiday (1953) — score: 4.00  [4 wins, 0 noms]  [award_oscar-best-actress]
1879  # Guess Who's Coming to Dinner (1967) — score: 4.00  [4 wins, 0 noms]  [award_oscar-best-actress, award_oscar-best-original-screenplay]
16085  # Funny Girl (1968) — score: 4.00  [4 wins, 0 noms]  [award_oscar-best-actress]
8293  # Howards End (1992) — score: 4.00  [4 wins, 0 noms]  [award_oscar-best-actress, award_oscar-best-adapted-screenplay]
226  # Boys Don't Cry (1999) — score: 4.00  [4 wins, 0 noms]  [award_oscar-best-actress]
82693  # Silver Linings Playbook (2012) — score: 4.00  [4 wins, 0 noms]  [award_oscar-best-actress]
